Date,Dividends
2015-08-13,0.543000
2015-05-14,0.543000
2015-02-12,0.525000
2014-10-30,0.525000
2014-07-31,0.525000
2014-05-01,0.525000
2014-01-30,0.507000
2013-10-31,0.507000
2013-08-01,0.507000
2013-05-02,0.507000
2013-01-31,0.490000
2012-11-01,0.490000
2012-08-02,0.490000
2012-05-03,0.490000
2012-02-02,0.473000
2011-11-03,0.473000
2011-07-28,0.473000
2011-04-28,0.473000
2011-02-03,0.455000
2010-10-28,0.455000
2010-07-29,0.455000
2010-04-29,0.455000
2010-01-28,0.438000
2009-10-29,0.438000
2009-07-30,0.438000
2009-04-30,0.438000
2009-01-29,0.420000
2008-10-30,0.420000
2008-07-31,0.420000
2008-05-01,0.420000
2008-01-31,0.403000
2007-11-01,0.403000
2007-08-02,0.403000
2007-05-03,0.403000
2007-02-01,0.388000
2006-11-02,0.388000
2006-08-03,0.388000
2006-04-27,0.388000
2006-02-02,0.373000
2005-11-03,0.373000
2005-07-28,0.373000
2005-04-28,0.373000
2005-02-03,0.358000
2004-10-28,0.358000
2004-07-29,0.358000
2004-04-29,0.350000
2004-01-29,0.350000
2003-10-30,0.350000
2003-07-31,0.350000
2003-05-01,0.342000
2003-01-30,0.343000
2002-10-31,0.343000
2002-08-01,0.343000
2002-05-02,0.335000
2002-01-31,0.335000
2001-11-01,0.335000
2001-08-02,0.335000
2001-05-03,0.335000
2001-04-03,0.000000
2001-02-01,0.204650
2000-11-02,0.204650
2000-08-03,0.204650
2000-04-27,0.204650
2000-02-03,0.204650
1999-10-28,0.204650
1999-07-29,0.204650
1999-04-29,0.204650
1999-01-28,0.204650
1998-10-29,0.204650
1998-07-30,0.204650
1998-04-30,0.204650
1998-01-29,0.204650
1997-10-30,0.198540
1997-07-31,0.198540
1997-05-01,0.198540
1997-01-30,0.198540
1996-10-31,0.192430
1996-08-01,0.192430
1996-05-02,0.192430
1996-02-01,0.192430
1995-11-02,0.186320
1995-08-03,0.186320
1995-04-25,0.186320
1995-01-31,0.186320
1994-11-01,0.180220
1994-07-26,0.180220
1994-04-26,0.180220
1994-02-01,0.180220
1993-10-26,0.174110
1993-07-27,0.174110
1993-04-27,0.174110
1993-01-26,0.174110
1992-10-27,0.168000
1992-07-28,0.168000
1992-04-28,0.168000
1992-01-28,0.168000
1991-10-29,0.163420
1991-07-30,0.163420
1991-04-30,0.163420
1991-01-29,0.163420
1990-10-30,0.163420
1990-07-31,0.163420
1990-05-01,0.163420
1990-01-30,0.163420
